701894,95.75,91.85,100.0,91.85,90.9,85.25,92.84,91.58,18,687.95
417533,97.18,94.52,100.0,94.52,89.6,83.63,89.39,93.21,16,673.29
56116,97.1,94.37,100.0,94.37,91.83,86.57,93.64,92.22,21,746.61
63702,95.67,91.7,100.0,91.7,91.04,85.57,92.96,91.88,13,477.15
937034,96.23,92.74,100.0,92.74,90.24,85.03,91.84,92.53,14,585.81
326180,96.23,92.74,100.0,92.74,90.76,84.57,90.96,92.64,22,854.45
651981,96.55,93.33,100.0,93.33,93.38,88.84,95.34,93.01,21,789.94
322424,95.83,92.0,100.0,92.0,92.65,87.39,94.89,91.89,23,893.62
23017,96.71,93.63,99.53,94.05,93.38,88.54,96.08,91.96,38,1568.18
838937,96.87,93.93,100.0,93.93,92.5,87.15,93.47,93.06,17,635.46
